Stay    ;BodyType ;AircraftType ;Towable ;Arr_OwnerCie ;Arr_ExploitingCie ;Arr_Number ;Arr_Date   ;Arr_Hour ;Arr_CourrierCode ;Arr_Stop ;Dep_OwnerCie ;Dep_ExploitingCie ;Dep_Number ;Dep_Date   ;Dep_Hour ;Dep_CourrierCode ;Dep_Stop
2310445 ;GP       ;330          ;      0 ;AF           ;AF                ;        23 ;22/06/2016 ;05:40    ;LC               ;JFK      ;AF           ;AF                ;        22 ;22/06/2016 ;08:20    ;LC               ;JFK
2310446 ;GP       ;777          ;      0 ;AF           ;AF                ;        69 ;22/06/2016 ;14:15    ;LC               ;LAX      ;AF           ;AF                ;        26 ;22/06/2016 ;17:00    ;LC               ;IAD
2310447 ;GP       ;350          ;      0 ;AF           ;AF                ;        55 ;22/06/2016 ;08:25    ;LC               ;IAD      ;AF           ;AF                ;       178 ;22/06/2016 ;11:20    ;LC               ;MEX
2310448 ;GP       ;330          ;      0 ;AF           ;AF                ;       191 ;22/06/2016 ;08:35    ;LC               ;BLR      ;AF           ;AF                ;       146 ;22/06/2016 ;11:20    ;LC               ;LOS
2310449 ;GP       ;330          ;      0 ;AF           ;AF                ;       863 ;22/06/2016 ;08:10    ;LC               ;LFW      ;AF           ;AF                ;       218 ;22/06/2016 ;11:05    ;LC               ;BOM
2310450 ;GP       ;330          ;      1 ;AF           ;AF                ;       559 ;22/06/2016 ;06:05    ;LC               ;NDJ      ;AF           ;AF                ;       226 ;22/06/2016 ;10:55    ;LC               ;DEL
2310451 ;GP       ;350          ;      1 ;AF           ;AF                ;       183 ;22/06/2016 ;14:20    ;LC               ;MEX      ;AF           ;AF                ;       188 ;22/06/2016 ;23:30    ;LC               ;HKG
2310452 ;GP       ;777          ;      0 ;AF           ;AF                ;        11 ;22/06/2016 ;11:10    ;LC               ;JFK      ;AF           ;AF                ;       112 ;22/06/2016 ;14:00    ;LC               ;PVG
2310453 ;GP       ;777          ;      0 ;AF           ;AF                ;       515 ;22/06/2016 ;14:10    ;LC               ;BSB      ;AF           ;AF                ;       132 ;22/06/2016 ;16:35    ;LC               ;WUH
2310454 ;GP       ;330          ;      1 ;AF           ;AF                ;       145 ;22/06/2016 ;11:30    ;LC               ;ORD      ;AF           ;AF                ;       144 ;22/06/2016 ;16:15    ;LC               ;ORD
2310455 ;GP       ;350          ;      1 ;AF           ;AF                ;        83 ;22/06/2016 ;11:35    ;LC               ;SFO      ;AF           ;AF                ;       116 ;22/06/2016 ;23:25    ;LC               ;PVG
2310456 ;GP       ;777          ;      1 ;AF           ;AF                ;       443 ;22/06/2016 ;08:00    ;LC               ;GIG      ;AF           ;AF                ;       128 ;22/06/2016 ;14:00    ;LC               ;PEK
2310457 ;GP       ;777          ;      1 ;AF           ;AF                ;       703 ;22/06/2016 ;06:30    ;LC               ;ABJ      ;AF           ;AF                ;       928 ;22/06/2016 ;22:05    ;LC               ;LAD
2310458 ;GP       ;777          ;      0 ;AF           ;AF                ;       401 ;22/06/2016 ;11:15    ;LC               ;SCL      ;AF           ;AF                ;       804 ;22/06/2016 ;14:30    ;LC               ;COO
2310459 ;GP       ;330          ;      1 ;AF           ;AF                ;       225 ;22/06/2016 ;06:15    ;LC               ;DEL      ;AF           ;AF                ;       896 ;22/06/2016 ;10:35    ;LC               ;BZV
2310460 ;GP       ;330          ;      1 ;AF           ;AF                ;       833 ;22/06/2016 ;06:00    ;LC               ;PNR      ;AF           ;AF                ;       830 ;22/06/2016 ;11:00    ;LC               ;PNR
2310461 ;MP       ;319          ;      0 ;AF           ;AF                ;      1153 ;22/06/2016 ;08:45    ;MC               ;LED      ;AF           ;AF                ;      1044 ;22/06/2016 ;09:35    ;MC               ;SVO
2310462 ;MP       ;319          ;      0 ;AF           ;AF                ;      1151 ;22/06/2016 ;14:30    ;MC               ;CPH      ;AF           ;AF                ;      1046 ;22/06/2016 ;15:55    ;MC               ;WAW
2310463 ;MP       ;320          ;      0 ;AF           ;AF                ;      1083 ;22/06/2016 ;17:25    ;MC               ;PRG      ;AF           ;AF                ;      1042 ;22/06/2016 ;18:30    ;MC               ;GVA
2310464 ;MP       ;319          ;      0 ;AF           ;AF                ;      7629 ;22/06/2016 ;16:35    ;MC               ;BOD      ;AF           ;AF                ;      1050 ;22/06/2016 ;17:40    ;MC               ;CPH
2310465 ;MP       ;318          ;      0 ;AF           ;AF                ;      1443 ;22/06/2016 ;16:00    ;MC               ;GVA      ;AF           ;AF                ;      1048 ;22/06/2016 ;16:55    ;MC               ;BCN
2310467 ;3N       ;E90          ;      0 ;A5           ;AF                ;      1577 ;22/06/2016 ;20:15    ;MC               ;BIO      ;A5           ;AF                ;      1018 ;22/06/2016 ;21:00    ;MC               ;FRA
2310468 ;MP       ;321          ;      0 ;AF           ;AF                ;      1535 ;22/06/2016 ;17:20    ;MC               ;TXL      ;AF           ;AF                ;      1022 ;22/06/2016 ;18:15    ;MC               ;MUC
2310469 ;MP       ;320          ;      0 ;AF           ;AF                ;      1341 ;22/06/2016 ;11:55    ;MC               ;AMS      ;AF           ;AF                ;      1012 ;22/06/2016 ;13:25    ;MC               ;LIN
2310470 ;MP       ;321          ;      0 ;AF           ;AF                ;      1295 ;22/06/2016 ;18:05    ;MC               ;BUD      ;AF           ;AF                ;      1032 ;22/06/2016 ;19:00    ;MC               ;ATH
2310471 ;MP       ;319          ;      0 ;AF           ;AF                ;      1351 ;22/06/2016 ;08:50    ;MC               ;CPH      ;AF           ;AF                ;      1024 ;22/06/2016 ;09:40    ;MC               ;LIS
2310472 ;MP       ;318          ;      0 ;AF           ;AF                ;      1605 ;22/06/2016 ;20:35    ;MC               ;FCO      ;AF           ;AF                ;      1028 ;22/06/2016 ;21:25    ;MC               ;BLQ
2310473 ;MP       ;321          ;      0 ;AF           ;AF                ;      1069 ;22/06/2016 ;16:55    ;MC               ;MAN      ;AF           ;AF                ;      1080 ;22/06/2016 ;18:15    ;MC               ;LHR
2310474 ;MP       ;320          ;      0 ;AF           ;AF                ;      1139 ;22/06/2016 ;12:10    ;MC               ;VIE      ;AF           ;AF                ;      1082 ;22/06/2016 ;13:10    ;MC               ;PRG
2310475 ;MP       ;318          ;      0 ;AF           ;AF                ;      7645 ;22/06/2016 ;16:25    ;MC               ;LYS      ;AF           ;AF                ;      1100 ;22/06/2016 ;17:15    ;MC               ;MAD
2310476 ;MP       ;321          ;      0 ;AF           ;AF                ;      1681 ;22/06/2016 ;12:05    ;MC               ;LHR      ;AF           ;AF                ;      1068 ;22/06/2016 ;13:05    ;MC               ;MAN
2310477 ;MP       ;319          ;      1 ;AF           ;AF                ;      1565 ;21/06/2016 ;22:05    ;MC               ;BHX      ;AF           ;AF                ;      1084 ;22/06/2016 ;07:15    ;MC               ;TUN
2310478 ;3N       ;E70          ;      0 ;A5           ;AF                ;      7757 ;22/06/2016 ;20:00    ;MC               ;CFE      ;A5           ;AF                ;      1092 ;22/06/2016 ;20:45    ;MC               ;BSL
2310479 ;MP       ;319          ;      0 ;AF           ;AF                ;      1045 ;22/06/2016 ;18:05    ;MC               ;SVO      ;AF           ;AF                ;      1088 ;22/06/2016 ;19:10    ;MC               ;OTP
2310480 ;MP       ;318          ;      1 ;AF           ;AF                ;      1561 ;21/06/2016 ;17:45    ;MC               ;ZAG      ;AF           ;AF                ;      1056 ;22/06/2016 ;07:30    ;MC               ;GLA
2310482 ;MP       ;318          ;      1 ;AF           ;AF                ;      1767 ;21/06/2016 ;22:05    ;MC               ;FLR      ;AF           ;AF                ;      1066 ;22/06/2016 ;07:20    ;MC               ;FLR
2310483 ;MP       ;321          ;      0 ;AF           ;AF                ;      1505 ;22/06/2016 ;15:00    ;MC               ;FCO      ;AF           ;AF                ;      1062 ;22/06/2016 ;16:00    ;MC               ;ARN
2310484 ;MP       ;320          ;      0 ;AF           ;AF                ;      1497 ;22/06/2016 ;11:45    ;MC               ;CMN      ;AF           ;AF                ;      1064 ;22/06/2016 ;12:35    ;MC               ;BHX
2310485 ;GP       ;777          ;      0 ;AF           ;AF                ;       457 ;22/06/2016 ;08:00    ;LC               ;GRU      ;AF           ;AF                ;       958 ;22/06/2016 ;11:20    ;LC               ;SSG
2310486 ;GP       ;777          ;      1 ;AF           ;AF                ;       293 ;22/06/2016 ;04:30    ;LC               ;HND      ;AF           ;AF                ;       976 ;22/06/2016 ;10:40    ;LC               ;LBV
2310487 ;GP       ;777          ;      0 ;AF           ;AF                ;       935 ;22/06/2016 ;11:30    ;LC               ;TNR      ;AF           ;AF                ;       968 ;22/06/2016 ;14:00    ;LC               ;PUJ
2310488 ;GP       ;777          ;      0 ;AF           ;AF                ;       943 ;22/06/2016 ;14:00    ;LC               ;HAV      ;AF           ;AF                ;       946 ;22/06/2016 ;16:35    ;LC               ;HAV
2310489 ;MP       ;319          ;      1 ;AF           ;AF                ;      7633 ;21/06/2016 ;22:20    ;MC               ;BOD      ;AF           ;AF                ;      1000 ;22/06/2016 ;07:15    ;MC               ;MAD
2310490 ;3N       ;E90          ;      0 ;A5           ;AF                ;      7535 ;22/06/2016 ;16:10    ;MC               ;PUF      ;A5           ;AF                ;      1006 ;22/06/2016 ;18:30    ;MC               ;DUS
2310491 ;3N       ;E70          ;      0 ;A5           ;AF                ;      1725 ;22/06/2016 ;07:55    ;MC               ;BRE      ;A5           ;AF                ;      1010 ;22/06/2016 ;08:35    ;MC               ;NUE
2310492 ;MP       ;321          ;      0 ;AF           ;AF                ;      1625 ;22/06/2016 ;19:20    ;MC               ;LIS      ;AF           ;AF                ;      1004 ;22/06/2016 ;20:35    ;MC               ;FCO
2310493 ;GP       ;777          ;      0 ;AF           ;AF                ;       565 ;22/06/2016 ;19:45    ;LC               ;BEY      ;AF           ;AF                ;       990 ;22/06/2016 ;23:25    ;LC               ;JNB
2310494 ;3N       ;E70          ;      0 ;A5           ;AF                ;      1311 ;22/06/2016 ;08:15    ;MC               ;NUE      ;A5           ;AF                ;      1192 ;22/06/2016 ;09:05    ;MC               ;BSL
2310495 ;MP       ;320          ;      0 ;AF           ;AF                ;      1179 ;22/06/2016 ;15:05    ;MC               ;NAP      ;AF           ;AF                ;      1194 ;22/06/2016 ;16:15    ;MC               ;LIS
2310496 ;3N       ;E90          ;      0 ;A5           ;AF                ;      1507 ;22/06/2016 ;16:05    ;MC               ;DUS      ;A5           ;AF                ;      1202 ;22/06/2016 ;16:45    ;MC               ;TRN
2310497 ;MP       ;320          ;      0 ;AF           ;AF                ;      1581 ;22/06/2016 ;14:30    ;MC               ;LHR      ;AF           ;AF                ;      1196 ;22/06/2016 ;15:20    ;MC               ;CMN
2310498 ;MP       ;319          ;      0 ;AF           ;AF                ;      1259 ;22/06/2016 ;17:50    ;MC               ;RBA      ;AF           ;AF                ;      1180 ;22/06/2016 ;19:05    ;MC               ;LHR
2310499 ;MP       ;320          ;      0 ;AF           ;AF                ;      1327 ;22/06/2016 ;08:45    ;MC               ;VCE      ;AF           ;AF                ;      1178 ;22/06/2016 ;09:40    ;MC               ;NAP
2310500 ;MP       ;319          ;      1 ;AF           ;AF                ;      1891 ;21/06/2016 ;21:25    ;MC               ;IST      ;AF           ;AF                ;      1164 ;22/06/2016 ;08:00    ;MC               ;BHX
2310501 ;3N       ;E70          ;      0 ;A5           ;AF                ;      7753 ;22/06/2016 ;12:20    ;MC               ;CFE      ;A5           ;AF                ;      1186 ;22/06/2016 ;13:00    ;MC               ;LJU
2310502 ;MP       ;320          ;      0 ;AF           ;AF                ;      1061 ;22/06/2016 ;11:50    ;MC               ;EVN      ;AF           ;AF                ;      1184 ;22/06/2016 ;13:40    ;MC               ;TUN
2310503 ;MP       ;320          ;      0 ;AF           ;AF                ;      1889 ;22/06/2016 ;17:20    ;MC               ;OTP      ;AF           ;AF                ;      1168 ;22/06/2016 ;18:20    ;MC               ;MAN
2310504 ;MP       ;319          ;      1 ;AF           ;AF                ;      1047 ;21/06/2016 ;21:30    ;MC               ;WAW      ;AF           ;AF                ;      1232 ;22/06/2016 ;07:15    ;MC               ;ATH
2310505 ;MP       ;321          ;      1 ;AF           ;AF                ;      7527 ;21/06/2016 ;22:15    ;MC               ;TLS      ;AF           ;AF                ;      1240 ;22/06/2016 ;07:20    ;MC               ;AMS
2310506 ;MP       ;318          ;      0 ;AF           ;AF                ;      1615 ;22/06/2016 ;16:35    ;MC               ;ZRH      ;AF           ;AF                ;      1238 ;22/06/2016 ;17:25    ;MC               ;VIE
2310507 ;3N       ;E90          ;      0 ;A5           ;AF                ;      1275 ;22/06/2016 ;09:05    ;MC               ;OSL      ;A5           ;AF                ;      1218 ;22/06/2016 ;12:35    ;MC               ;FRA
2310508 ;MP       ;321          ;      1 ;AF           ;AF                ;      1023 ;21/06/2016 ;22:20    ;MC               ;MUC      ;AF           ;AF                ;      1204 ;22/06/2016 ;07:15    ;MC               ;FCO
2310509 ;3N       ;E70          ;      0 ;A5           ;AF                ;      1011 ;22/06/2016 ;12:00    ;MC               ;NUE      ;A5           ;AF                ;      1210 ;22/06/2016 ;12:40    ;MC               ;NUE
2310511 ;MP       ;319          ;      1 ;AF           ;AF                ;      1051 ;21/06/2016 ;22:15    ;MC               ;CPH      ;AF           ;AF                ;      1212 ;22/06/2016 ;07:20    ;MC               ;LIN
2310512 ;MP       ;318          ;      1 ;AF           ;AF                ;      1101 ;21/06/2016 ;22:20    ;MC               ;MAD      ;AF           ;AF                ;      1228 ;22/06/2016 ;07:30    ;MC               ;BLQ
2310513 ;MP       ;320          ;      1 ;AF           ;AF                ;      7627 ;22/06/2016 ;13:25    ;MC               ;BOD      ;AF           ;AF                ;      1226 ;22/06/2016 ;15:40    ;MC               ;VCE
2310514 ;MP       ;318          ;      0 ;AF           ;AF                ;      7649 ;22/06/2016 ;20:10    ;MC               ;LYS      ;AF           ;AF                ;      1122 ;22/06/2016 ;21:00    ;MC               ;MUC
2310515 ;MP       ;318          ;      1 ;AF           ;AF                ;      1315 ;21/06/2016 ;22:15    ;MC               ;ZRH      ;AF           ;AF                ;      1126 ;22/06/2016 ;07:25    ;MC               ;VCE
2310516 ;MP       ;320          ;      0 ;AF           ;AF                ;      1227 ;22/06/2016 ;19:55    ;MC               ;VCE      ;AF           ;AF                ;      1124 ;22/06/2016 ;20:50    ;MC               ;LIS
2310517 ;3N       ;E90          ;      0 ;A5           ;AF                ;      1487 ;22/06/2016 ;19:40    ;MC               ;EDI      ;A5           ;AF                ;      1106 ;22/06/2016 ;20:30    ;MC               ;DUS
2310518 ;MP       ;318          ;      1 ;AF           ;AF                ;      1249 ;21/06/2016 ;22:20    ;MC               ;BCN      ;AF           ;AF                ;      1114 ;22/06/2016 ;07:35    ;MC               ;ZRH
2310521 ;3N       ;E90          ;      0 ;A5           ;AF                ;      1219 ;22/06/2016 ;16:00    ;MC               ;FRA      ;A5           ;AF                ;      1118 ;22/06/2016 ;16:40    ;MC               ;FRA
2310522 ;MP       ;320          ;      0 ;AF           ;AF                ;      1065 ;22/06/2016 ;16:00    ;MC               ;BHX      ;AF           ;AF                ;      1120 ;22/06/2016 ;17:30    ;MC               ;TLV
2310523 ;MP       ;318          ;      0 ;AF           ;AF                ;      1843 ;22/06/2016 ;13:15    ;MC               ;GVA      ;AF           ;AF                ;      1142 ;22/06/2016 ;15:00    ;MC               ;GVA
2310524 ;MP       ;319          ;      0 ;AF           ;AF                ;      1591 ;22/06/2016 ;18:10    ;MC               ;IST      ;AF           ;AF                ;      1144 ;22/06/2016 ;19:30    ;MC               ;SVO
2310525 ;MP       ;320          ;      0 ;AF           ;AF                ;      1263 ;22/06/2016 ;15:50    ;MC               ;ARN      ;AF           ;AF                ;      1140 ;22/06/2016 ;16:45    ;MC               ;AMS
2310526 ;MP       ;319          ;      0 ;AF           ;AF                ;      1695 ;22/06/2016 ;08:55    ;MC               ;BUD      ;AF           ;AF                ;      1150 ;22/06/2016 ;09:50    ;MC               ;CPH
2310527 ;MP       ;320          ;      0 ;AF           ;AF                ;      1305 ;22/06/2016 ;19:55    ;MC               ;FCO      ;AF           ;AF                ;      1242 ;22/06/2016 ;20:45    ;MC               ;GVA
2310528 ;MP       ;319          ;      0 ;AF           ;AF                ;      1285 ;22/06/2016 ;16:10    ;MC               ;TUN      ;AF           ;AF                ;      1152 ;22/06/2016 ;17:05    ;MC               ;LED
2310529 ;MP       ;318          ;      0 ;AF           ;AF                ;      1029 ;22/06/2016 ;08:45    ;MC               ;BLQ      ;AF           ;AF                ;      1146 ;22/06/2016 ;09:40    ;MC               ;WAW
2310530 ;MP       ;321          ;      1 ;AF           ;AF                ;      1441 ;21/06/2016 ;21:45    ;MC               ;AMS      ;AF           ;AF                ;      1148 ;22/06/2016 ;07:40    ;MC               ;BCN
2310531 ;MP       ;320          ;      0 ;AF           ;AF                ;      1835 ;22/06/2016 ;19:55    ;MC               ;TXL      ;AF           ;AF                ;      1134 ;22/06/2016 ;20:50    ;MC               ;TXL
2310532 ;MP       ;320          ;      1 ;AF           ;AF                ;      1043 ;21/06/2016 ;21:40    ;MC               ;GVA      ;AF           ;AF                ;      1138 ;22/06/2016 ;07:15    ;MC               ;VIE
2310533 ;MP       ;320          ;      0 ;AF           ;AF                ;      1301 ;22/06/2016 ;15:00    ;MC               ;MAD      ;AF           ;AF                ;      1342 ;22/06/2016 ;16:00    ;MC               ;GVA
2310534 ;MP       ;319          ;      0 ;AF           ;AF                ;      1549 ;22/06/2016 ;19:55    ;MC               ;BCN      ;AF           ;AF                ;      1350 ;22/06/2016 ;21:00    ;MC               ;CPH
2310535 ;MP       ;320          ;      0 ;AF           ;AF                ;      1033 ;22/06/2016 ;09:00    ;MC               ;ATH      ;AF           ;AF                ;      1348 ;22/06/2016 ;10:05    ;MC               ;BCN
2310536 ;MP       ;320          ;      0 ;AF           ;AF                ;      7641 ;22/06/2016 ;11:45    ;MC               ;LYS      ;AF           ;AF                ;      1346 ;22/06/2016 ;12:35    ;MC               ;WAW
2310537 ;MP       ;319          ;      0 ;AF           ;AF                ;      1511 ;22/06/2016 ;19:55    ;MC               ;HAM      ;AF           ;AF                ;      1326 ;22/06/2016 ;21:00    ;MC               ;VCE
2310538 ;3N       ;E70          ;      0 ;A5           ;AF                ;      7533 ;22/06/2016 ;08:00    ;MC               ;PUF      ;A5           ;AF                ;      1324 ;22/06/2016 ;08:50    ;MC               ;BRE
2310539 ;3N       ;E70          ;      0 ;A5           ;AF                ;      7677 ;22/06/2016 ;07:50    ;MC               ;RNS      ;A5           ;AF                ;      1338 ;22/06/2016 ;08:30    ;MC               ;HAJ
2310540 ;MP       ;320          ;      1 ;AF           ;AF                ;      1583 ;21/06/2016 ;22:20    ;MC               ;PRG      ;AF           ;AF                ;      1340 ;22/06/2016 ;07:50    ;MC               ;AMS
2310541 ;MP       ;318          ;      0 ;AF           ;AF                ;      7643 ;22/06/2016 ;14:35    ;MC               ;LYS      ;AF           ;AF                ;      1328 ;22/06/2016 ;15:25    ;MC               ;BLQ
2310542 ;MP       ;320          ;      1 ;AF           ;AF                ;      1195 ;21/06/2016 ;22:05    ;MC               ;LIS      ;AF           ;AF                ;      1394 ;22/06/2016 ;07:15    ;MC               ;BUD
2310543 ;3N       ;E70          ;      0 ;A5           ;AF                ;      1211 ;22/06/2016 ;16:05    ;MC               ;NUE      ;A5           ;AF                ;      1392 ;22/06/2016 ;16:45    ;MC               ;BSL
2310544 ;MP       ;319          ;      0 ;AF           ;AF                ;      1753 ;22/06/2016 ;17:30    ;MC               ;KBP      ;AF           ;AF                ;      1390 ;22/06/2016 ;18:50    ;MC               ;IST
2310545 ;MP       ;318          ;      0 ;AF           ;AF                ;      1367 ;22/06/2016 ;14:35    ;MC               ;FLR      ;AF           ;AF                ;      1404 ;22/06/2016 ;16:05    ;MC               ;FCO
2310546 ;MP       ;320          ;      0 ;AF           ;AF                ;      1141 ;22/06/2016 ;20:00    ;MC               ;AMS      ;AF           ;AF                ;      1400 ;22/06/2016 ;20:50    ;MC               ;MAD
2310547 ;3N       ;E70          ;      0 ;A5           ;AF                ;      1273 ;22/06/2016 ;14:40    ;MC               ;ABZ      ;A5           ;AF                ;      1372 ;22/06/2016 ;15:25    ;MC               ;ABZ
2310548 ;3N       ;E90          ;      0 ;A5           ;AF                ;      1477 ;22/06/2016 ;12:25    ;MC               ;BIO      ;A5           ;AF                ;      1374 ;22/06/2016 ;13:45    ;MC               ;OSL
2310549 ;MP       ;319          ;      0 ;AF           ;AF                ;      1589 ;22/06/2016 ;20:00    ;MC               ;OTP      ;AF           ;AF                ;      1354 ;22/06/2016 ;21:10    ;MC               ;ALG
2310550 ;MP       ;319          ;      0 ;AF           ;AF                ;      1597 ;22/06/2016 ;19:40    ;MC               ;CMN      ;AF           ;AF                ;      1358 ;22/06/2016 ;20:45    ;MC               ;RBA
2310551 ;MP       ;318          ;      0 ;AF           ;AF                ;      1267 ;22/06/2016 ;08:55    ;MC               ;FLR      ;AF           ;AF                ;      1366 ;22/06/2016 ;10:05    ;MC               ;FLR
2310552 ;MP       ;320          ;      0 ;AF           ;AF                ;      1185 ;22/06/2016 ;19:40    ;MC               ;TUN      ;AF           ;AF                ;      1380 ;22/06/2016 ;20:30    ;MC               ;LHR
2310553 ;MP       ;321          ;      1 ;AF           ;AF                ;      1063 ;21/06/2016 ;22:05    ;MC               ;ARN      ;AF           ;AF                ;      1382 ;22/06/2016 ;07:25    ;MC               ;PRG
2310554 ;3N       ;E90          ;      0 ;A5           ;AF                ;      1407 ;22/06/2016 ;18:55    ;MC               ;DUS      ;A5           ;AF                ;      1376 ;22/06/2016 ;21:00    ;MC               ;BIO
2310555 ;3N       ;E70          ;      0 ;A5           ;AF                ;      1473 ;22/06/2016 ;09:00    ;MC               ;ABZ      ;A5           ;AF                ;      1272 ;22/06/2016 ;10:00    ;MC               ;ABZ
2310556 ;3N       ;E90          ;      0 ;A5           ;AF                ;      1319 ;22/06/2016 ;18:35    ;MC               ;FRA      ;A5           ;AF                ;      1274 ;22/06/2016 ;19:15    ;MC               ;OSL
2310557 ;3N       ;E70          ;      0 ;A5           ;AF                ;      1193 ;22/06/2016 ;11:55    ;MC               ;BSL      ;A5           ;AF                ;      1264 ;22/06/2016 ;12:35    ;MC               ;BLL
2310558 ;MP       ;318          ;      0 ;AF           ;AF                ;      1667 ;22/06/2016 ;19:55    ;MC               ;FLR      ;AF           ;AF                ;      1266 ;22/06/2016 ;20:50    ;MC               ;FLR
2310559 ;MP       ;321          ;      0 ;AF           ;AF                ;      1383 ;22/06/2016 ;11:45    ;MC               ;PRG      ;AF           ;AF                ;      1294 ;22/06/2016 ;12:40    ;MC               ;BUD
2310560 ;MP       ;320          ;      0 ;AF           ;AF                ;      1135 ;22/06/2016 ;08:50    ;MC               ;TXL      ;AF           ;AF                ;      1262 ;22/06/2016 ;09:50    ;MC               ;ARN
2310561 ;MP       ;319          ;      0 ;AF           ;AF                ;      1897 ;22/06/2016 ;14:20    ;MC               ;CMN      ;AF           ;AF                ;      1280 ;22/06/2016 ;16:10    ;MC               ;LHR
2310562 ;MP       ;319          ;      0 ;AF           ;AF                ;      1845 ;22/06/2016 ;09:20    ;MC               ;SVO      ;AF           ;AF                ;      1284 ;22/06/2016 ;10:15    ;MC               ;TUN
2310563 ;3N       ;E70          ;      0 ;A5           ;AF                ;      1339 ;22/06/2016 ;12:10    ;MC               ;HAJ      ;A5           ;AF                ;      1292 ;22/06/2016 ;12:55    ;MC               ;BSL
2310564 ;MP       ;320          ;      0 ;AF           ;AF                ;      1347 ;22/06/2016 ;18:10    ;MC               ;WAW      ;AF           ;AF                ;      1246 ;22/06/2016 ;19:20    ;MC               ;WAW
2310565 ;MP       ;319          ;      0 ;AF           ;AF                ;      1785 ;22/06/2016 ;10:20    ;MC               ;TUN      ;AF           ;AF                ;      1258 ;22/06/2016 ;11:10    ;MC               ;RBA
2310566 ;MP       ;320          ;      0 ;AF           ;AF                ;      1247 ;22/06/2016 ;09:00    ;MC               ;WAW      ;AF           ;AF                ;      1300 ;22/06/2016 ;09:55    ;MC               ;MAD
2310567 ;MP       ;318          ;      0 ;AF           ;AF                ;      1829 ;22/06/2016 ;17:05    ;MC               ;BLQ      ;AF           ;AF                ;      1248 ;22/06/2016 ;17:55    ;MC               ;BCN
2310568 ;MP       ;318          ;      0 ;AF           ;AF                ;      1143 ;22/06/2016 ;18:10    ;MC               ;GVA      ;AF           ;AF                ;      1314 ;22/06/2016 ;19:00    ;MC               ;ZRH
2310569 ;MP       ;320          ;      0 ;AF           ;AF                ;      1533 ;22/06/2016 ;17:20    ;MC               ;ATH      ;AF           ;AF                ;      1312 ;22/06/2016 ;18:20    ;MC               ;LIN
2310570 ;MP       ;320          ;      0 ;AF           ;AF                ;      1169 ;22/06/2016 ;22:10    ;MC               ;MAN      ;AF           ;AF                ;      1320 ;22/06/2016 ;23:30    ;MC               ;TLV
2310571 ;3N       ;E70          ;      0 ;A5           ;AF                ;      1525 ;22/06/2016 ;19:55    ;MC               ;BRE      ;A5           ;AF                ;      1310 ;22/06/2016 ;20:35    ;MC               ;NUE
2310572 ;3N       ;E70          ;      0 ;A5           ;AF                ;      1517 ;22/06/2016 ;14:25    ;MC               ;GOA      ;A5           ;AF                ;      1316 ;22/06/2016 ;15:35    ;MC               ;GOA
2310573 ;3N       ;E90          ;      0 ;A5           ;AF                ;      1619 ;22/06/2016 ;13:35    ;MC               ;FRA      ;A5           ;AF                ;      1318 ;22/06/2016 ;15:10    ;MC               ;FRA
2310574 ;MP       ;320          ;      0 ;AF           ;AF                ;      1395 ;22/06/2016 ;12:30    ;MC               ;BUD      ;AF           ;AF                ;      1304 ;22/06/2016 ;14:15    ;MC               ;FCO
2310575 ;3N       ;E90          ;      0 ;A5           ;AF                ;      1007 ;21/06/2016 ;21:50    ;MC               ;DUS      ;A5           ;AF                ;      1306 ;22/06/2016 ;07:15    ;MC               ;DUS
2310576 ;3N       ;E90          ;      0 ;A5           ;AF                ;      1719 ;22/06/2016 ;22:05    ;MC               ;FRA      ;A5           ;AF                ;      1518 ;23/06/2016 ;07:30    ;MC               ;FRA
2310577 ;3N       ;E70          ;      0 ;A5           ;AF                ;      7755 ;23/06/2016 ;15:45    ;MC               ;CFE      ;A5           ;AF                ;      1524 ;23/06/2016 ;16:25    ;MC               ;BRE
2310578 ;MP       ;319          ;      0 ;AF           ;AF                ;      1727 ;23/06/2016 ;16:50    ;MC               ;VCE      ;AF           ;AF                ;      1526 ;23/06/2016 ;18:05    ;MC               ;VCE
2310581 ;MP       ;321          ;      0 ;AF           ;AF                ;      1005 ;23/06/2016 ;08:50    ;MC               ;FCO      ;AF           ;AF                ;      1504 ;23/06/2016 ;09:45    ;MC               ;FCO
2310583 ;3N       ;E90          ;      0 ;A5           ;AF                ;      7537 ;23/06/2016 ;12:15    ;MC               ;PUF      ;A5           ;AF                ;      1506 ;23/06/2016 ;12:55    ;MC               ;DUS
2310585 ;MP       ;318          ;      0 ;AF           ;AF                ;      1713 ;23/06/2016 ;18:40    ;MC               ;LIN      ;AF           ;AF                ;      1512 ;23/06/2016 ;19:50    ;MC               ;LIN
2310586 ;3N       ;E90          ;      0 ;A5           ;AF                ;      1607 ;23/06/2016 ;13:20    ;MC               ;DUS      ;A5           ;AF                ;      1576 ;23/06/2016 ;16:20    ;MC               ;BIO
2310587 ;MP       ;318          ;      0 ;AF           ;AF                ;      7689 ;23/06/2016 ;12:20    ;MC               ;MPL      ;AF           ;AF                ;      1566 ;23/06/2016 ;13:10    ;MC               ;FLR
2310589 ;MP       ;318          ;      0 ;AF           ;AF                ;      1057 ;23/06/2016 ;11:50    ;MC               ;GLA      ;AF           ;AF                ;      1560 ;23/06/2016 ;13:00    ;MC               ;ZAG
